full_label	tag	aux_document	local_label
examples-stacks-definition-hilbert-d-stack	05WC	examples-stacks	definition-hilbert-d-stack
examples-stacks-equation-diagram-hilbert-d-stack	05WD	examples-stacks	equation-diagram-hilbert-d-stack
examples-stacks-lemma-faithful-hilbert	05XV	examples-stacks	lemma-faithful-hilbert
examples-stacks-section-hilbert-d-stack	05WA	examples-stacks	section-hilbert-d-stack
groupoids-example-general-linear-group	022W	groupoids	example-general-linear-group
groupoids-lemma-groupoid-from-action	0234	groupoids	lemma-groupoid-from-action
limits-lemma-descend-finite-locally-free	06AC	limits	lemma-descend-finite-locally-free
limits-lemma-descend-finite-presentation	01ZM	limits	lemma-descend-finite-presentation
more-morphisms-lemma-deform	063Y	more-morphisms	lemma-deform
more-morphisms-lemma-deform-property	06AG	more-morphisms	lemma-deform-property
more-morphisms-lemma-etale-dominates-smooth	055V	more-morphisms	lemma-etale-dominates-smooth
more-morphisms-lemma-etale-splits-off-quasi-finite-part-technical-variant	02LO	more-morphisms	lemma-etale-splits-off-quasi-finite-part-technical-variant
more-morphisms-lemma-flat-finite-presentation-CM-open	045U	more-morphisms	lemma-flat-finite-presentation-CM-open
more-morphisms-lemma-hom-from-finite-free-into-affine	05Y6	more-morphisms	lemma-hom-from-finite-free-into-affine
more-morphisms-lemma-regular-immersion-lci	069L	more-morphisms	lemma-regular-immersion-lci
more-morphisms-lemma-slice-CM	0570	more-morphisms	lemma-slice-CM
more-morphisms-section-relative-morphisms	0BL0	more-morphisms	section-relative-morphisms
morphisms-lemma-finite-permanence	035D	morphisms	lemma-finite-permanence
quot-section-conventions	05X6	quot	section-conventions
schemes-lemma-compose-after-separated	01KV	schemes	lemma-compose-after-separated
sets-lemma-bound-size-fibre-product	04T6	sets	lemma-bound-size-fibre-product
sets-lemma-what-is-in-it	000R	sets	lemma-what-is-in-it
sets-section-categories-schemes	000H	sets	section-categories-schemes
spaces-definition-algebraic-space	025Y	spaces	definition-algebraic-space
spaces-descent-lemma-curiosity	06NR	spaces-descent	lemma-curiosity
spaces-descent-lemma-descending-property-flat	041W	spaces-descent	lemma-descending-property-flat
spaces-descent-lemma-descending-property-locally-finite-presentation	041T	spaces-descent	lemma-descending-property-locally-finite-presentation
spaces-descent-lemma-fpqc-universal-effective-epimorphisms	04P2	spaces-descent	lemma-fpqc-universal-effective-epimorphisms
spaces-groupoids-definition-quotient-stack	044Q	spaces-groupoids	definition-quotient-stack
spaces-groupoids-lemma-groupoid-from-action	0444	spaces-groupoids	lemma-groupoid-from-action
spaces-groupoids-lemma-quotient-stack-2-cartesian	04M9	spaces-groupoids	lemma-quotient-stack-2-cartesian
spaces-groupoids-lemma-quotient-stack-morphisms	044V	spaces-groupoids	lemma-quotient-stack-morphisms
spaces-groupoids-lemma-quotient-stack-objects	044X	spaces-groupoids	lemma-quotient-stack-objects
spaces-groupoids-lemma-quotient-stack-restrict-equivalence	046T	spaces-groupoids	lemma-quotient-stack-restrict-equivalence
spaces-groupoids-section-explicit-quotient-stacks	04MB	spaces-groupoids	section-explicit-quotient-stacks
spaces-groupoids-section-stacks	044O	spaces-groupoids	section-stacks
spaces-lemma-base-change-representable-transformations-property	02WL	spaces	lemma-base-change-representable-transformations-property
spaces-lemma-coproduct-algebraic-spaces	02WQ	spaces	lemma-coproduct-algebraic-spaces
spaces-lemma-fibre-product-spaces-over-sheaf-with-representable-diagonal	04T9	spaces	lemma-fibre-product-spaces-over-sheaf-with-representable-diagonal
spaces-lemma-glueing-algebraic-spaces	02WR	spaces	lemma-glueing-algebraic-spaces
spaces-lemma-space-presentation	0262	spaces	lemma-space-presentation
spaces-limits-lemma-characterize-relative-limit-preserving	06BC	spaces-limits	lemma-characterize-relative-limit-preserving
spaces-limits-lemma-surjection-is-enough	0CM6	spaces-limits	lemma-surjection-is-enough
spaces-limits-proposition-characterize-locally-finite-presentation	04AK	spaces-limits	proposition-characterize-locally-finite-presentation
spaces-limits-remark-limit-preserving	05N0	spaces-limits	remark-limit-preserving
spaces-more-groupoids-proposition-finite-algebraic-space	04QH	spaces-more-groupoids	proposition-finite-algebraic-space
spaces-more-groupoids-section-finite	04PB	spaces-more-groupoids	section-finite
spaces-more-morphisms-definition-lci	06C4	spaces-more-morphisms	definition-lci
spaces-more-morphisms-lemma-base-change-formally-smooth	061F	spaces-more-morphisms	lemma-base-change-formally-smooth
spaces-more-morphisms-lemma-composition-lci	06C8	spaces-more-morphisms	lemma-composition-lci
spaces-more-morphisms-lemma-deform	06BH	spaces-more-morphisms	lemma-deform
spaces-more-morphisms-lemma-descending-property-formally-smooth	06CS	spaces-more-morphisms	lemma-descending-property-formally-smooth
spaces-more-morphisms-lemma-flat-lci	06C9	spaces-more-morphisms	lemma-flat-lci
spaces-more-morphisms-lemma-smooth-formally-smooth	04AM	spaces-more-morphisms	lemma-smooth-formally-smooth
spaces-more-morphisms-lemma-transitivity-conormal-lci	06CC	spaces-more-morphisms	lemma-transitivity-conormal-lci
spaces-more-morphisms-lemma-unramified-lci	06CB	spaces-more-morphisms	lemma-unramified-lci
spaces-more-morphisms-lemma-where-isomorphism	05XD	spaces-more-morphisms	lemma-where-isomorphism
spaces-more-morphisms-lemma-where-lci	06CE	spaces-more-morphisms	lemma-where-lci
spaces-more-morphisms-lemma-where-unramified	05X8	spaces-more-morphisms	lemma-where-unramified
spaces-more-morphisms-section-universal-thickening	0601	spaces-more-morphisms	section-universal-thickening
spaces-morphisms-definition-locally-finite-presentation	03XP	spaces-morphisms	definition-locally-finite-presentation
spaces-morphisms-definition-surjective	03ME	spaces-morphisms	definition-surjective
spaces-morphisms-definition-unramified	03ZH	spaces-morphisms	definition-unramified
spaces-morphisms-lemma-composition-unramified	03ZI	spaces-morphisms	lemma-composition-unramified
spaces-morphisms-lemma-etale-smooth	04XX	spaces-morphisms	lemma-etale-smooth
spaces-morphisms-lemma-etale-universally-injective-open	05W5	spaces-morphisms	lemma-etale-universally-injective-open
spaces-morphisms-lemma-etale-unramified	06CR	spaces-morphisms	lemma-etale-unramified
spaces-morphisms-lemma-immersion-unramified	06CQ	spaces-morphisms	lemma-immersion-unramified
spaces-morphisms-lemma-open-immersion-locally-finite-presentation	06CN	spaces-morphisms	lemma-open-immersion-locally-finite-presentation
spaces-morphisms-lemma-section-immersion	03KP	spaces-morphisms	lemma-section-immersion
spaces-morphisms-lemma-smooth-syntomic	06CP	spaces-morphisms	lemma-smooth-syntomic
spaces-properties-lemma-etale-permanence	03FV	spaces-properties	lemma-etale-permanence
spaces-topologies-section-fppf	03Y7	spaces-topologies	section-fppf
stacks-lemma-2-fibre-product-gives-stack-in-setoids	05UI	stacks	lemma-2-fibre-product-gives-stack-in-setoids
stacks-lemma-2-fibre-product-stacks-in-setoids-over-stack-in-groupoids	05UJ	stacks	lemma-2-fibre-product-stacks-in-setoids-over-stack-in-groupoids
stacks-lemma-2-product-stacks-in-groupoids	02ZL	stacks	lemma-2-product-stacks-in-groupoids
stacks-lemma-characterize-essentially-surjective-when-ff	046N	stacks	lemma-characterize-essentially-surjective-when-ff
stacks-lemma-stack-in-setoids-characterize	0432	stacks	lemma-stack-in-setoids-characterize
stacks-lemma-stack-in-setoids-descent	05W9	stacks	lemma-stack-in-setoids-descent
stacks-lemma-stackify-groupoids	02ZP	stacks	lemma-stackify-groupoids
stacks-morphisms-lemma-smooth-quotient-stack	0DLS	stacks-morphisms	lemma-smooth-quotient-stack
stacks-sheaves-lemma-surjective-flat-locally-finite-presentation	06XH	stacks-sheaves	lemma-surjective-flat-locally-finite-presentation
stacks-sheaves-section-sheaves	06TN	stacks-sheaves	section-sheaves
topologies-remark-choice-sites	03FF	topologies	remark-choice-sites
