full_label	tag	aux_document	local_label
criteria-lemma-stacks-etale	076V	criteria	lemma-stacks-etale
criteria-section-formally-smooth	06CZ	criteria	section-formally-smooth
criteria-section-limit-preserving	06CT	criteria	section-limit-preserving
examples-section-limit-preserving	07Z0	examples	section-limit-preserving
examples-section-non-formal-effectiveness	0CXW	examples	section-non-formal-effectiveness
examples-section-sheaves-locally-Noetherian	0GE8	examples	section-sheaves-locally-Noetherian
formal-defos-definition-CLambda	06GC	formal-defos	definition-CLambda
formal-defos-definition-completion-CLambda	06GW	formal-defos	definition-completion-CLambda
formal-defos-definition-deformation-category	06J9	formal-defos	definition-deformation-category
formal-defos-definition-formal-objects	06H3	formal-defos	definition-formal-objects
formal-defos-definition-lifts	06JE	formal-defos	definition-lifts
formal-defos-definition-predeformation-category	06GS	formal-defos	definition-predeformation-category
formal-defos-definition-relative-infinitesimal-auts	06JP	formal-defos	definition-relative-infinitesimal-auts
formal-defos-definition-RS	06J2	formal-defos	definition-RS
formal-defos-definition-smooth-morphism	06HG	formal-defos	definition-smooth-morphism
formal-defos-definition-versal	06HR	formal-defos	definition-versal
formal-defos-example-tangent-space-prorepresentable-functor	06IC	formal-defos	example-tangent-space-prorepresentable-functor
formal-defos-item-associated-functor-isomorphism-classes	07W5	formal-defos	item-associated-functor-isomorphism-classes
formal-defos-item-convention-cofibered-sets	06GP	formal-defos	item-convention-cofibered-sets
formal-defos-lemma-change-of-fields-smooth	07WD	formal-defos	lemma-change-of-fields-smooth
formal-defos-lemma-deformation-categories-fiber-product-morphisms	06L5	formal-defos	lemma-deformation-categories-fiber-product-morphisms
formal-defos-lemma-deformation-functor-diagonal	06L6	formal-defos	lemma-deformation-functor-diagonal
formal-defos-lemma-essential-surjection	06H0	formal-defos	lemma-essential-surjection
formal-defos-lemma-inf-aut-change-of-field	07WC	formal-defos	lemma-inf-aut-change-of-field
formal-defos-lemma-infaut-vector-space	06JX	formal-defos	lemma-infaut-vector-space
formal-defos-lemma-k-linear-differential	06IJ	formal-defos	lemma-k-linear-differential
formal-defos-lemma-length	06GG	formal-defos	lemma-length
formal-defos-lemma-linear-functor	06I6	formal-defos	lemma-linear-functor
formal-defos-lemma-minimal-groupoid-in-functors-construction	06L2	formal-defos	lemma-minimal-groupoid-in-functors-construction
formal-defos-lemma-morphism-linear-functors	06I7	formal-defos	lemma-morphism-linear-functors
formal-defos-lemma-RS-2-categorical	06J5	formal-defos	lemma-RS-2-categorical
formal-defos-lemma-RS-implies-S1-S2	06J7	formal-defos	lemma-RS-implies-S1-S2
formal-defos-lemma-S1-S2-associated-functor	06I0	formal-defos	lemma-S1-S2-associated-functor
formal-defos-lemma-smooth-morphism-essentially-surjective	06HN	formal-defos	lemma-smooth-morphism-essentially-surjective
formal-defos-lemma-smooth-properties	06HM	formal-defos	lemma-smooth-properties
formal-defos-lemma-surjective-cotangent-space	06GZ	formal-defos	lemma-surjective-cotangent-space
formal-defos-lemma-tangent-space-change-of-field	07WB	formal-defos	lemma-tangent-space-change-of-field
formal-defos-lemma-tangent-space-vector-space	06IH	formal-defos	lemma-tangent-space-vector-space
formal-defos-lemma-versal-criterion	06IU	formal-defos	lemma-versal-criterion
formal-defos-lemma-versal-object-existence	06IW	formal-defos	lemma-versal-object-existence
formal-defos-remark-compare-schlessinger-H4	06J6	formal-defos	remark-compare-schlessinger-H4
formal-defos-remark-compare-smooth-schlessinger	06HJ	formal-defos	remark-compare-smooth-schlessinger
formal-defos-remark-formal-objects-yoneda	06HC	formal-defos	remark-formal-objects-yoneda
formal-defos-remark-infaut-lifting-equalities	06JW	formal-defos	remark-infaut-lifting-equalities
formal-defos-remark-localize-cofibered-groupoid	06GU	formal-defos	remark-localize-cofibered-groupoid
formal-defos-remark-omit-arrow	06JF	formal-defos	remark-omit-arrow
formal-defos-remark-versal-object	06HS	formal-defos	remark-versal-object
formal-defos-remarks-cofibered-groupoids	06GK	formal-defos	remarks-cofibered-groupoids
formal-defos-section-change-of-field	07W7	formal-defos	section-change-of-field
formal-defos-section-infinitesimal-automorphisms	06JN	formal-defos	section-infinitesimal-automorphisms
formal-defos-section-lifts	06JD	formal-defos	section-lifts
formal-defos-section-tangent-spaces	06I1	formal-defos	section-tangent-spaces
formal-defos-section-tangent-spaces-functors	06I2	formal-defos	section-tangent-spaces-functors
formal-defos-situation-change-of-fields	07W8	formal-defos	situation-change-of-fields
formal-spaces-lemma-diagonal-morphism-formal-algebraic-spaces	0AN2	formal-spaces	lemma-diagonal-morphism-formal-algebraic-spaces
formal-spaces-lemma-map-into-algebraic-space	0AQH	formal-spaces	lemma-map-into-algebraic-space
formal-spaces-lemma-map-into-scheme	0AQG	formal-spaces	lemma-map-into-scheme
formal-spaces-lemma-monomorphism-iso-over-red	0GHZ	formal-spaces	lemma-monomorphism-iso-over-red
formal-spaces-lemma-structure-locally-noetherian	0GHM	formal-spaces	lemma-structure-locally-noetherian
formal-spaces-section-adic	0AQ2	formal-spaces	section-adic
formal-spaces-section-completion	0AIX	formal-spaces	section-completion
formal-spaces-section-introduction	0AHX	formal-spaces	section-introduction
limits-lemma-descend-finite-presentation	01ZM	limits	lemma-descend-finite-presentation
limits-lemma-descend-isomorphism	081E	limits	lemma-descend-isomorphism
limits-lemma-descend-opens	01Z4	limits	lemma-descend-opens
limits-lemma-descend-section	01Z0	limits	lemma-descend-section
limits-lemma-eventually-proper	081F	limits	lemma-eventually-proper
limits-lemma-inverse-limit-top	0CUF	limits	lemma-inverse-limit-top
limits-proposition-characterize-locally-finite-presentation	01ZC	limits	proposition-characterize-locally-finite-presentation
limits-remark-limit-preserving	05LX	limits	remark-limit-preserving
limits-section-limits	01YV	limits	section-limits
more-algebra-definition-G-ring	07GH	more-algebra	definition-G-ring
more-algebra-lemma-approximate-complex-graded	07VF	more-algebra	lemma-approximate-complex-graded
more-algebra-lemma-cut-complex-in-two	068U	more-algebra	lemma-cut-complex-in-two
more-algebra-lemma-derived-tor-homotopy	064I	more-algebra	lemma-derived-tor-homotopy
more-algebra-lemma-diagram-localize	01Z8	more-algebra	lemma-diagram-localize
more-algebra-lemma-dual-perfect-complex	07VI	more-algebra	lemma-dual-perfect-complex
more-algebra-lemma-fibre-product-finite-type	00IT	more-algebra	lemma-fibre-product-finite-type
more-algebra-proposition-equivalence	05ER	more-algebra	proposition-equivalence
more-algebra-proposition-finite-type-over-G-ring	07PV	more-algebra	proposition-finite-type-over-G-ring
more-algebra-section-artin-rees	07VD	more-algebra	section-artin-rees
more-morphisms-lemma-lifting-along-artinian-at-point	02HX	more-morphisms	lemma-lifting-along-artinian-at-point
more-morphisms-lemma-pushout-along-thickening	07RT	more-morphisms	lemma-pushout-along-thickening
more-morphisms-lemma-slice-smooth	057G	more-morphisms	lemma-slice-smooth
morphisms-definition-finite-type-point	02J1	morphisms	definition-finite-type-point
morphisms-lemma-Artinian-affine	01SI	morphisms	lemma-Artinian-affine
morphisms-lemma-artinian-finite-type	02HV	morphisms	lemma-artinian-finite-type
morphisms-lemma-composition-finite-type	01T3	morphisms	lemma-composition-finite-type
morphisms-lemma-enough-finite-type-points	02J4	morphisms	lemma-enough-finite-type-points
morphisms-lemma-point-finite-type	01TA	morphisms	lemma-point-finite-type
morphisms-section-points-finite-type	01T9	morphisms	section-points-finite-type
properties-lemma-countable-dense-subset	0G2F	properties	lemma-countable-dense-subset
properties-lemma-maximal-points	0G2R	properties	lemma-maximal-points
properties-section-G-scheme	0HA2	properties	section-G-scheme
quot-section-conventions	05X6	quot	section-conventions
quot-theorem-coherent-algebraic-general	09DS	quot	theorem-coherent-algebraic-general
quot-theorem-complexes-algebraic	0DLN	quot	theorem-complexes-algebraic
restricted-definition-formal-modification	0GDK	restricted	definition-formal-modification
restricted-lemma-algebraize-rig-etale-affine	0AR4	restricted	lemma-algebraize-rig-etale-affine
restricted-lemma-base-change-formal-modification	0GDN	restricted	lemma-base-change-formal-modification
restricted-lemma-closed-immersion-rig-smooth-rig-surjective	0GD6	restricted	lemma-closed-immersion-rig-smooth-rig-surjective
restricted-lemma-faithful	0AR7	restricted	lemma-faithful
restricted-lemma-Noetherian-finite-type-red	0GC6	restricted	lemma-Noetherian-finite-type-red
restricted-lemma-output-etale	0GI4	restricted	lemma-output-etale
restricted-lemma-output-separated	0ARW	restricted	lemma-output-separated
restricted-lemma-permanence-rig-surjective	0AQT	restricted	lemma-permanence-rig-surjective
restricted-lemma-rig-etale-alternative-permanence	0GH4	restricted	lemma-rig-etale-alternative-permanence
restricted-lemma-rig-etale-descent	0GH6	restricted	lemma-rig-etale-descent
restricted-lemma-rig-surjective-alternative-permanence	0GH5	restricted	lemma-rig-surjective-alternative-permanence
restricted-proposition-glue-modification	0GI3	restricted	proposition-glue-modification
restricted-section-dilatations	0GDT	restricted	section-dilatations
restricted-theorem-dilatations	0GDU	restricted	theorem-dilatations
restricted-theorem-dilatations-general	0ARB	restricted	theorem-dilatations-general
sets-lemma-what-is-in-it	000R	sets	lemma-what-is-in-it
sites-lemma-cocontinuous-morphism-topoi	00XO	sites	lemma-cocontinuous-morphism-topoi
sites-lemma-when-shriek	00XR	sites	lemma-when-shriek
smoothing-section-approximation-G-rings	07QX	smoothing	section-approximation-G-rings
smoothing-section-introduction	07BX	smoothing	section-introduction
smoothing-theorem-approximation-property-variant	07QZ	smoothing	theorem-approximation-property-variant
spaces-cohomology-lemma-flat-base-change-cohomology	073K	spaces-cohomology	lemma-flat-base-change-cohomology
spaces-cohomology-lemma-proper-over-affine-cohomology-finite	08AS	spaces-cohomology	lemma-proper-over-affine-cohomology-finite
spaces-cohomology-theorem-formal-functions	08AZ	spaces-cohomology	theorem-formal-functions
spaces-limits-definition-locally-finite-presentation	049J	spaces-limits	definition-locally-finite-presentation
spaces-limits-lemma-base-change-locally-finite-presentation	049M	spaces-limits	lemma-base-change-locally-finite-presentation
spaces-limits-lemma-fibre-product-locally-finite-presentation	0GDZ	spaces-limits	lemma-fibre-product-locally-finite-presentation
spaces-limits-lemma-locally-finite-presentation-permanence	0GDY	spaces-limits	lemma-locally-finite-presentation-permanence
spaces-limits-proposition-characterize-locally-finite-presentation	04AK	spaces-limits	proposition-characterize-locally-finite-presentation
spaces-limits-remark-limit-preserving	05N0	spaces-limits	remark-limit-preserving
spaces-more-morphisms-definition-formally-smooth-etale-unramified	049S	spaces-more-morphisms	definition-formally-smooth-etale-unramified
spaces-more-morphisms-lemma-algebraize-morphism	0A4Z	spaces-more-morphisms	lemma-algebraize-morphism
spaces-more-morphisms-lemma-lifting-along-artinian-at-point	0APN	spaces-more-morphisms	lemma-lifting-along-artinian-at-point
spaces-more-morphisms-lemma-smooth-formally-smooth	04AM	spaces-more-morphisms	lemma-smooth-formally-smooth
spaces-more-morphisms-remark-weaken-separation-axioms-question	0GHK	spaces-more-morphisms	remark-weaken-separation-axioms-question
spaces-morphisms-definition-finite-type-point	06EG	spaces-morphisms	definition-finite-type-point
spaces-morphisms-lemma-permanence-finite-type	0462	spaces-morphisms	lemma-permanence-finite-type
spaces-morphisms-proposition-locally-quasi-finite-separated-over-scheme	03XX	spaces-morphisms	proposition-locally-quasi-finite-separated-over-scheme
spaces-over-fields-lemma-smooth-separable-closed-points-dense	07W4	spaces-over-fields	lemma-smooth-separable-closed-points-dense
spaces-pushouts-lemma-equivalence-categories-spaces-pushout-flat	07W3	spaces-pushouts	lemma-equivalence-categories-spaces-pushout-flat
spaces-pushouts-lemma-pushout-along-thickening	07VX	spaces-pushouts	lemma-pushout-along-thickening
spaces-pushouts-lemma-pushout-along-thickening-schemes	07SY	spaces-pushouts	lemma-pushout-along-thickening-schemes
stacks-definition-descent-data	026B	stacks	definition-descent-data
stacks-definition-mor-presheaf	02ZB	stacks	definition-mor-presheaf
stacks-lemma-2-fibre-product-gives-stack-in-setoids	05UI	stacks	lemma-2-fibre-product-gives-stack-in-setoids
stacks-lemma-characterize-essentially-surjective-when-ff	046N	stacks	lemma-characterize-essentially-surjective-when-ff
stacks-lemma-isom-as-2-fibre-product	04SI	stacks	lemma-isom-as-2-fibre-product
stacks-lemma-stack-in-setoids-characterize	0432	stacks	lemma-stack-in-setoids-characterize
stacks-morphisms-section-finite-type	06FR	stacks-morphisms	section-finite-type
topologies-lemma-extend	0EUW	topologies	lemma-extend
topologies-lemma-extend-sheaf-general	0GDW	topologies	lemma-extend-sheaf-general
topologies-lemma-limit-fppf-topology	049N	topologies	lemma-limit-fppf-topology
topologies-remark-choice-sites	03FF	topologies	remark-choice-sites
topology-lemma-describe-limits	0A2P	topology	lemma-describe-limits
