full_label	tag	aux_document	local_label
algebraic-theorem-smooth-groupoid-gives-algebraic-stack	04TK	algebraic	theorem-smooth-groupoid-gives-algebraic-stack
categories-lemma-2-fibre-product-erase-factor	02XD	categories	lemma-2-fibre-product-erase-factor
categories-lemma-associativity-2-fibre-product	02XC	categories	lemma-associativity-2-fibre-product
categories-lemma-fibre-product-after-map	04Z1	categories	lemma-fibre-product-after-map
categories-lemma-fully-faithful-diagonal-equivalence	04Z7	categories	lemma-fully-faithful-diagonal-equivalence
criteria-lemma-flat-quotient-flat-presentation	06FH	criteria	lemma-flat-quotient-flat-presentation
criteria-theorem-flat-groupoid-gives-algebraic-stack	06FI	criteria	theorem-flat-groupoid-gives-algebraic-stack
decent-spaces-section-points-monomorphisms	03JR	decent-spaces	section-points-monomorphisms
decent-spaces-section-singleton	06QU	decent-spaces	section-singleton
descent-definition-local-at-point	04N1	descent	definition-local-at-point
descent-definition-property-local	0348	descent	definition-property-local
descent-lemma-CM-local-syntomic	036B	descent	lemma-CM-local-syntomic
descent-lemma-Jacobson-local-fppf	0368	descent	lemma-Jacobson-local-fppf
descent-lemma-Nagata-local-smooth	036E	descent	lemma-Nagata-local-smooth
descent-lemma-Noetherian-local-fppf	034C	descent	lemma-Noetherian-local-fppf
descent-lemma-normal-local-smooth	034F	descent	lemma-normal-local-smooth
descent-lemma-reduced-local-smooth	034E	descent	lemma-reduced-local-smooth
descent-lemma-regular-local-smooth	036D	descent	lemma-regular-local-smooth
descent-lemma-Rk-local-smooth	036C	descent	lemma-Rk-local-smooth
descent-lemma-Sk-local-syntomic	036A	descent	lemma-Sk-local-syntomic
examples-section-Noetherian-infinite-dimension	02JC	examples	section-Noetherian-infinite-dimension
groupoids-example-constant-group	03YW	groupoids	example-constant-group
more-algebra-lemma-invariance-number-branches-smooth	0DQ1	more-algebra	lemma-invariance-number-branches-smooth
more-groupoids-lemma-local-source	04LH	more-groupoids	lemma-local-source
more-groupoids-remark-local-source-apply	047W	more-groupoids	remark-local-source-apply
more-morphisms-lemma-number-of-branches-and-smooth	0DQ2	more-morphisms	lemma-number-of-branches-and-smooth
morphisms-lemma-closed-immersion-finite-presentation	01TV	morphisms	lemma-closed-immersion-finite-presentation
properties-lemma-dimension	04MU	properties	lemma-dimension
properties-section-unibranch	0BQ1	properties	section-unibranch
schemes-lemma-disjoint-union-affines	01I5	schemes	lemma-disjoint-union-affines
schemes-lemma-map-into-reduction	0356	schemes	lemma-map-into-reduction
spaces-definition-algebraic-space	025Y	spaces	definition-algebraic-space
spaces-definition-morphism-algebraic-spaces	0260	spaces	definition-morphism-algebraic-spaces
spaces-definition-quotient	02Z3	spaces	definition-quotient
spaces-descent-lemma-descend-locally-Noetherian	06MJ	spaces-descent	lemma-descend-locally-Noetherian
spaces-descent-lemma-descend-reduced	06MI	spaces-descent	lemma-descend-reduced
spaces-descent-lemma-descend-regular	06MK	spaces-descent	lemma-descend-regular
spaces-descent-lemma-descending-fppf-property-immersion	042U	spaces-descent	lemma-descending-fppf-property-immersion
spaces-descent-lemma-descending-fppf-property-locally-separated	042F	spaces-descent	lemma-descending-fppf-property-locally-separated
spaces-descent-lemma-descending-property-affine	041Z	spaces-descent	lemma-descending-property-affine
spaces-descent-lemma-descending-property-closed-immersion	0420	spaces-descent	lemma-descending-property-closed-immersion
spaces-descent-lemma-descending-property-etale	042B	spaces-descent	lemma-descending-property-etale
spaces-descent-lemma-descending-property-finite	0426	spaces-descent	lemma-descending-property-finite
spaces-descent-lemma-descending-property-finite-locally-free	042C	spaces-descent	lemma-descending-property-finite-locally-free
spaces-descent-lemma-descending-property-finite-presentation	041V	spaces-descent	lemma-descending-property-finite-presentation
spaces-descent-lemma-descending-property-finite-type	041U	spaces-descent	lemma-descending-property-finite-type
spaces-descent-lemma-descending-property-flat	041W	spaces-descent	lemma-descending-property-flat
spaces-descent-lemma-descending-property-integral	0425	spaces-descent	lemma-descending-property-integral
spaces-descent-lemma-descending-property-isomorphism	041Y	spaces-descent	lemma-descending-property-isomorphism
spaces-descent-lemma-descending-property-locally-finite-presentation	041T	spaces-descent	lemma-descending-property-locally-finite-presentation
spaces-descent-lemma-descending-property-locally-finite-type	041S	spaces-descent	lemma-descending-property-locally-finite-type
spaces-descent-lemma-descending-property-monomorphism	042D	spaces-descent	lemma-descending-property-monomorphism
spaces-descent-lemma-descending-property-open-immersion	041X	spaces-descent	lemma-descending-property-open-immersion
spaces-descent-lemma-descending-property-proper	0422	spaces-descent	lemma-descending-property-proper
spaces-descent-lemma-descending-property-quasi-affine	0423	spaces-descent	lemma-descending-property-quasi-affine
spaces-descent-lemma-descending-property-quasi-compact	041L	spaces-descent	lemma-descending-property-quasi-compact
spaces-descent-lemma-descending-property-quasi-finite	0427	spaces-descent	lemma-descending-property-quasi-finite
spaces-descent-lemma-descending-property-quasi-separated	041N	spaces-descent	lemma-descending-property-quasi-separated
spaces-descent-lemma-descending-property-separated	0421	spaces-descent	lemma-descending-property-separated
spaces-descent-lemma-descending-property-smooth	0429	spaces-descent	lemma-descending-property-smooth
spaces-descent-lemma-descending-property-surjective	041Q	spaces-descent	lemma-descending-property-surjective
spaces-descent-lemma-descending-property-syntomic	0428	spaces-descent	lemma-descending-property-syntomic
spaces-descent-lemma-descending-property-universal-homeomorphism	0CFX	spaces-descent	lemma-descending-property-universal-homeomorphism
spaces-descent-lemma-descending-property-universally-closed	041O	spaces-descent	lemma-descending-property-universally-closed
spaces-descent-lemma-descending-property-universally-injective	041R	spaces-descent	lemma-descending-property-universally-injective
spaces-descent-lemma-descending-property-universally-open	041P	spaces-descent	lemma-descending-property-universally-open
spaces-descent-lemma-descending-property-universally-submersive	0CFW	spaces-descent	lemma-descending-property-universally-submersive
spaces-descent-lemma-descending-property-unramified	042A	spaces-descent	lemma-descending-property-unramified
spaces-groupoids-definition-invariant-open	044F	spaces-groupoids	definition-invariant-open
spaces-groupoids-lemma-criterion-fibre-product	04ZN	spaces-groupoids	lemma-criterion-fibre-product
spaces-groupoids-lemma-quotient-stack-2-cartesian	04M9	spaces-groupoids	lemma-quotient-stack-2-cartesian
spaces-groupoids-lemma-quotient-stack-functorial	046Q	spaces-groupoids	lemma-quotient-stack-functorial
spaces-lemma-base-change-immersions	02YW	spaces	lemma-base-change-immersions
spaces-lemma-composition-immersions	02YV	spaces	lemma-composition-immersions
spaces-more-morphisms-lemma-flat-locus-base-change	05WW	spaces-more-morphisms	lemma-flat-locus-base-change
spaces-more-morphisms-theorem-openness-flatness	05WV	spaces-more-morphisms	theorem-openness-flatness
spaces-morphisms-definition-relative-dimension	06LR	spaces-morphisms	definition-relative-dimension
spaces-morphisms-definition-surjective	03ME	spaces-morphisms	definition-surjective
spaces-morphisms-lemma-base-change-affine	03WI	spaces-morphisms	lemma-base-change-affine
spaces-morphisms-lemma-base-change-etale	0466	spaces-morphisms	lemma-base-change-etale
spaces-morphisms-lemma-base-change-finite-locally-free	03ZY	spaces-morphisms	lemma-base-change-finite-locally-free
spaces-morphisms-lemma-base-change-finite-presentation	03XR	spaces-morphisms	lemma-base-change-finite-presentation
spaces-morphisms-lemma-base-change-finite-type	03XH	spaces-morphisms	lemma-base-change-finite-type
spaces-morphisms-lemma-base-change-flat	03MO	spaces-morphisms	lemma-base-change-flat
spaces-morphisms-lemma-base-change-integral	03ZS	spaces-morphisms	lemma-base-change-integral
spaces-morphisms-lemma-base-change-monomorphism	042P	spaces-morphisms	lemma-base-change-monomorphism
spaces-morphisms-lemma-base-change-proper	04WP	spaces-morphisms	lemma-base-change-proper
spaces-morphisms-lemma-base-change-quasi-affine	03WO	spaces-morphisms	lemma-base-change-quasi-affine
spaces-morphisms-lemma-base-change-quasi-compact	03HF	spaces-morphisms	lemma-base-change-quasi-compact
spaces-morphisms-lemma-base-change-quasi-finite	03XL	spaces-morphisms	lemma-base-change-quasi-finite
spaces-morphisms-lemma-base-change-separated	03KL	spaces-morphisms	lemma-base-change-separated
spaces-morphisms-lemma-base-change-smooth	03ZE	spaces-morphisms	lemma-base-change-smooth
spaces-morphisms-lemma-base-change-surjective	03MH	spaces-morphisms	lemma-base-change-surjective
spaces-morphisms-lemma-base-change-syntomic	03Z9	spaces-morphisms	lemma-base-change-syntomic
spaces-morphisms-lemma-base-change-universal-homeomorphism	0CFT	spaces-morphisms	lemma-base-change-universal-homeomorphism
spaces-morphisms-lemma-base-change-universally-closed	03IS	spaces-morphisms	lemma-base-change-universally-closed
spaces-morphisms-lemma-base-change-universally-injective	03MW	spaces-morphisms	lemma-base-change-universally-injective
spaces-morphisms-lemma-base-change-universally-open	03Z3	spaces-morphisms	lemma-base-change-universally-open
spaces-morphisms-lemma-base-change-universally-submersive	0CFR	spaces-morphisms	lemma-base-change-universally-submersive
spaces-morphisms-lemma-base-change-unramified	03ZJ	spaces-morphisms	lemma-base-change-unramified
spaces-morphisms-lemma-composition-finite-presentation	03XQ	spaces-morphisms	lemma-composition-finite-presentation
spaces-morphisms-lemma-composition-finite-type	03XG	spaces-morphisms	lemma-composition-finite-type
spaces-morphisms-lemma-composition-flat	03MN	spaces-morphisms	lemma-composition-flat
spaces-morphisms-lemma-composition-monomorphism	042O	spaces-morphisms	lemma-composition-monomorphism
spaces-morphisms-lemma-composition-smooth	03ZD	spaces-morphisms	lemma-composition-smooth
spaces-morphisms-lemma-dimension-fibre-after-base-change	04NS	spaces-morphisms	lemma-dimension-fibre-after-base-change
spaces-morphisms-lemma-etale-smooth	04XX	spaces-morphisms	lemma-etale-smooth
spaces-morphisms-lemma-flat-permanence	05VY	spaces-morphisms	lemma-flat-permanence
spaces-morphisms-lemma-fppf-open	042S	spaces-morphisms	lemma-fppf-open
spaces-morphisms-lemma-immersions-monomorphisms	042R	spaces-morphisms	lemma-immersions-monomorphisms
spaces-morphisms-lemma-locally-finite-type-locally-noetherian	04ZK	spaces-morphisms	lemma-locally-finite-type-locally-noetherian
spaces-morphisms-lemma-locally-finite-type-quasi-finite-part	04NW	spaces-morphisms	lemma-locally-finite-type-quasi-finite-part
spaces-morphisms-lemma-locally-quasi-finite-rel-dimension-0	04NV	spaces-morphisms	lemma-locally-quasi-finite-rel-dimension-0
spaces-morphisms-lemma-monomorphism-toward-field	06MG	spaces-morphisms	lemma-monomorphism-toward-field
spaces-morphisms-lemma-noetherian-finite-type-finite-presentation	06G4	spaces-morphisms	lemma-noetherian-finite-type-finite-presentation
spaces-morphisms-lemma-openness-bounded-dimension-fibres	04NT	spaces-morphisms	lemma-openness-bounded-dimension-fibres
spaces-morphisms-lemma-smooth-flat	04TA	spaces-morphisms	lemma-smooth-flat
spaces-morphisms-lemma-smooth-locally-finite-presentation	04AJ	spaces-morphisms	lemma-smooth-locally-finite-presentation
spaces-morphisms-lemma-smooth-locally-finite-type	06MH	spaces-morphisms	lemma-smooth-locally-finite-type
spaces-morphisms-lemma-smoothness-dimension-spaces	0AFI	spaces-morphisms	lemma-smoothness-dimension-spaces
spaces-morphisms-lemma-surjection-from-quasi-compact	040W	spaces-morphisms	lemma-surjection-from-quasi-compact
spaces-morphisms-lemma-unramified-flat-lfp-etale	06LU	spaces-morphisms	lemma-unramified-flat-lfp-etale
spaces-morphisms-lemma-where-unramified	05W2	spaces-morphisms	lemma-where-unramified
spaces-morphisms-section-immersions	03HB	spaces-morphisms	section-immersions
spaces-over-fields-lemma-smooth-regular	06M1	spaces-over-fields	lemma-smooth-regular
spaces-properties-definition-dimension	04N6	spaces-properties	definition-dimension
spaces-properties-definition-dimension-at-point	04N5	spaces-properties	definition-dimension-at-point
spaces-properties-definition-number-of-geometric-branches	0DQ4	spaces-properties	definition-number-of-geometric-branches
spaces-properties-definition-points	03BU	spaces-properties	definition-points
spaces-properties-definition-property-at-point	04RC	spaces-properties	definition-property-at-point
spaces-properties-definition-reduced-induced-space	047X	spaces-properties	definition-reduced-induced-space
spaces-properties-lemma-characterize-surjective	03H5	spaces-properties	lemma-characterize-surjective
spaces-properties-lemma-quasi-compact-space	03E4	spaces-properties	lemma-quasi-compact-space
spaces-properties-lemma-reduced-closed-subspace	03IQ	spaces-properties	lemma-reduced-closed-subspace
spaces-properties-lemma-scheme-points	03BV	spaces-properties	lemma-scheme-points
spaces-properties-lemma-subscheme	03JH	spaces-properties	lemma-subscheme
spaces-properties-remark-list-properties-local-ring-local-etale-topology	0BBL	spaces-properties	remark-list-properties-local-ring-local-etale-topology
spaces-properties-section-irreducible-local-ring	06DJ	spaces-properties	section-irreducible-local-ring
spaces-properties-section-types-properties	03E5	spaces-properties	section-types-properties
spaces-topologies-section-procedure	03Y6	spaces-topologies	section-procedure
stacks-lemma-2-fibre-product-gives-stack-in-setoids	05UI	stacks	lemma-2-fibre-product-gives-stack-in-setoids
stacks-lemma-faithful-descent	06DV	stacks	lemma-faithful-descent
stacks-lemma-stack-in-setoids-descent	05W9	stacks	lemma-stack-in-setoids-descent
stacks-morphisms-lemma-every-point-residual-gerbe	06RD	stacks-morphisms	lemma-every-point-residual-gerbe
stacks-morphisms-lemma-noetherian-singleton-stack-gerbe	06QK	stacks-morphisms	lemma-noetherian-singleton-stack-gerbe
stacks-morphisms-section-existence-residual-gerbes	06UH	stacks-morphisms	section-existence-residual-gerbes
topology-definition-Krull	0055	topology	definition-Krull
topology-definition-locally-quasi-compact	0068	topology	definition-locally-quasi-compact
